venue_id,venue_name,venue_type,geographical_unit,geographical_level,capacity,people_allocated,utilization_pct,latitude,longitude
735,comp_13938,company,E02004314,MGU,4,4,100.0,,
736,comp_13939,company,E02004314,MGU,4,4,100.0,,
737,comp_13940,company,E02004314,MGU,4,4,100.0,,
738,comp_13941,company,E02004314,MGU,4,4,100.0,,
739,comp_13942,company,E02004314,MGU,4,4,100.0,,
740,comp_13943,company,E02004314,MGU,4,4,100.0,,
741,comp_13944,company,E02004314,MGU,4,4,100.0,,
742,comp_13945,company,E02004314,MGU,4,4,100.0,,
743,comp_13946,company,E02004314,MGU,4,4,100.0,,
744,comp_13947,company,E02004314,MGU,4,4,100.0,,
745,comp_13948,company,E02004314,MGU,4,4,100.0,,
746,comp_13949,company,E02004314,MGU,4,4,100.0,,
747,comp_13950,company,E02004314,MGU,4,4,100.0,,
748,comp_13951,company,E02004314,MGU,4,4,100.0,,
749,comp_13952,company,E02004314,MGU,4,4,100.0,,
750,comp_13953,company,E02004314,MGU,4,4,100.0,,
751,comp_13954,company,E02004314,MGU,4,4,100.0,,
752,comp_13955,company,E02004314,MGU,4,4,100.0,,
753,comp_13956,company,E02004314,MGU,4,4,100.0,,
761,comp_13964,company,E02004314,MGU,4,4,100.0,,
762,comp_13965,company,E02004314,MGU,4,4,100.0,,
763,comp_13966,company,E02004314,MGU,4,4,100.0,,
764,comp_13967,company,E02004314,MGU,4,4,100.0,,
765,comp_13968,company,E02004314,MGU,4,4,100.0,,
766,comp_13969,company,E02004314,MGU,4,4,100.0,,
767,comp_13970,company,E02004314,MGU,4,4,100.0,,
768,comp_13971,company,E02004314,MGU,4,4,100.0,,
769,comp_13972,company,E02004314,MGU,4,4,100.0,,
770,comp_13973,company,E02004314,MGU,4,4,100.0,,
771,comp_13974,company,E02004314,MGU,4,4,100.0,,
772,comp_13975,company,E02004314,MGU,4,4,100.0,,
773,comp_13976,company,E02004314,MGU,4,4,100.0,,
774,comp_13977,company,E02004314,MGU,4,4,100.0,,
775,comp_13978,company,E02004314,MGU,4,4,100.0,,
776,comp_13979,company,E02004314,MGU,4,4,100.0,,
777,comp_13980,company,E02004314,MGU,4,4,100.0,,
778,comp_13981,company,E02004314,MGU,4,4,100.0,,
779,comp_13982,company,E02004314,MGU,4,4,100.0,,
780,comp_13983,company,E02004314,MGU,4,4,100.0,,
781,comp_13984,company,E02004314,MGU,4,4,100.0,,
782,comp_13985,company,E02004314,MGU,4,4,100.0,,
783,comp_13986,company,E02004314,MGU,4,4,100.0,,
784,comp_13987,company,E02004314,MGU,4,4,100.0,,
785,comp_13988,company,E02004314,MGU,4,4,100.0,,
786,comp_13989,company,E02004314,MGU,4,4,100.0,,
787,comp_13990,company,E02004314,MGU,4,4,100.0,,
788,comp_13991,company,E02004314,MGU,4,4,100.0,,
789,comp_13992,company,E02004314,MGU,4,4,100.0,,
790,comp_13993,company,E02004314,MGU,4,4,100.0,,
791,comp_13994,company,E02004314,MGU,4,4,100.0,,
792,comp_13995,company,E02004314,MGU,4,4,100.0,,
793,comp_13996,company,E02004314,MGU,4,4,100.0,,
794,comp_13997,company,E02004314,MGU,4,4,100.0,,
795,comp_13998,company,E02004314,MGU,4,4,100.0,,
796,comp_13999,company,E02004314,MGU,4,4,100.0,,
797,comp_14000,company,E02004314,MGU,4,4,100.0,,
798,comp_14001,company,E02004314,MGU,4,4,100.0,,
799,comp_14002,company,E02004314,MGU,4,4,100.0,,
800,comp_14003,company,E02004314,MGU,4,4,100.0,,
801,comp_14004,company,E02004314,MGU,4,4,100.0,,
802,comp_14005,company,E02004314,MGU,4,4,100.0,,
803,comp_14006,company,E02004314,MGU,4,4,100.0,,
804,comp_14007,company,E02004314,MGU,4,4,100.0,,
805,comp_14008,company,E02004314,MGU,4,4,100.0,,
806,comp_14009,company,E02004314,MGU,4,4,100.0,,
809,comp_14012,company,E02004314,MGU,4,4,100.0,,
810,comp_14013,company,E02004314,MGU,4,4,100.0,,
811,comp_14014,company,E02004314,MGU,4,4,100.0,,
812,comp_14015,company,E02004314,MGU,4,4,100.0,,
821,comp_14024,company,E02004314,MGU,4,4,100.0,,
823,comp_14026,company,E02004314,MGU,4,4,100.0,,
825,comp_14028,company,E02004314,MGU,4,4,100.0,,
826,comp_14029,company,E02004314,MGU,4,4,100.0,,
827,comp_14030,company,E02004314,MGU,4,4,100.0,,
829,comp_14032,company,E02004314,MGU,4,4,100.0,,
834,comp_14037,company,E02004314,MGU,4,4,100.0,,
835,comp_14038,company,E02004314,MGU,4,4,100.0,,
840,comp_14043,company,E02004314,MGU,4,4,100.0,,
841,comp_14044,company,E02004314,MGU,4,4,100.0,,
853,comp_14056,company,E02004314,MGU,4,4,100.0,,
854,comp_14057,company,E02004314,MGU,4,4,100.0,,
855,comp_14058,company,E02004314,MGU,4,4,100.0,,
856,comp_14059,company,E02004314,MGU,4,4,100.0,,
857,comp_14060,company,E02004314,MGU,4,4,100.0,,
858,comp_14061,company,E02004314,MGU,4,4,100.0,,
859,comp_14062,company,E02004314,MGU,4,4,100.0,,
860,comp_14063,company,E02004314,MGU,4,4,100.0,,
861,comp_14064,company,E02004314,MGU,4,4,100.0,,
862,comp_14065,company,E02004314,MGU,4,4,100.0,,
863,comp_14066,company,E02004314,MGU,4,4,100.0,,
864,comp_14067,company,E02004314,MGU,4,4,100.0,,
865,comp_14068,company,E02004314,MGU,4,4,100.0,,
866,comp_14069,company,E02004314,MGU,4,4,100.0,,
867,comp_14070,company,E02004314,MGU,4,4,100.0,,
868,comp_14071,company,E02004314,MGU,4,4,100.0,,
869,comp_14072,company,E02004314,MGU,4,4,100.0,,
870,comp_14073,company,E02004314,MGU,4,4,100.0,,
871,comp_14074,company,E02004314,MGU,4,4,100.0,,
872,comp_14075,company,E02004314,MGU,4,4,100.0,,
873,comp_14076,company,E02004314,MGU,4,4,100.0,,
879,comp_14082,company,E02004314,MGU,4,4,100.0,,
883,comp_14086,company,E02004314,MGU,4,4,100.0,,
884,comp_14087,company,E02004314,MGU,4,4,100.0,,
889,comp_14092,company,E02004314,MGU,4,4,100.0,,
898,comp_14101,company,E02004314,MGU,4,4,100.0,,
904,comp_14107,company,E02004314,MGU,4,4,100.0,,
906,comp_14109,company,E02004314,MGU,4,4,100.0,,
919,comp_14122,company,E02004314,MGU,4,4,100.0,,
920,comp_14123,company,E02004314,MGU,4,4,100.0,,
922,comp_14125,company,E02004314,MGU,4,4,100.0,,
929,comp_14132,company,E02004314,MGU,4,4,100.0,,
930,comp_14133,company,E02004314,MGU,4,4,100.0,,
946,comp_14149,company,E02004315,MGU,4,4,100.0,,
947,comp_14150,company,E02004315,MGU,4,4,100.0,,
948,comp_14151,company,E02004315,MGU,4,4,100.0,,
949,comp_14152,company,E02004315,MGU,4,4,100.0,,
954,comp_14157,company,E02004315,MGU,4,4,100.0,,
955,comp_14158,company,E02004315,MGU,4,4,100.0,,
956,comp_14159,company,E02004315,MGU,4,4,100.0,,
957,comp_14160,company,E02004315,MGU,4,4,100.0,,
973,comp_14176,company,E02004315,MGU,4,4,100.0,,
974,comp_14177,company,E02004315,MGU,4,4,100.0,,
975,comp_14178,company,E02004315,MGU,4,4,100.0,,
976,comp_14179,company,E02004315,MGU,4,4,100.0,,
977,comp_14180,company,E02004315,MGU,4,4,100.0,,
978,comp_14181,company,E02004315,MGU,4,4,100.0,,
979,comp_14182,company,E02004315,MGU,4,4,100.0,,
980,comp_14183,company,E02004315,MGU,4,4,100.0,,
981,comp_14184,company,E02004315,MGU,4,4,100.0,,
982,comp_14185,company,E02004315,MGU,4,4,100.0,,
983,comp_14186,company,E02004315,MGU,4,4,100.0,,
984,comp_14187,company,E02004315,MGU,4,4,100.0,,
985,comp_14188,company,E02004315,MGU,4,4,100.0,,
986,comp_14189,company,E02004315,MGU,4,4,100.0,,
987,comp_14190,company,E02004315,MGU,4,4,100.0,,
988,comp_14191,company,E02004315,MGU,4,4,100.0,,
989,comp_14192,company,E02004315,MGU,4,4,100.0,,
990,comp_14193,company,E02004315,MGU,4,4,100.0,,
991,comp_14194,company,E02004315,MGU,4,4,100.0,,
992,comp_14195,company,E02004315,MGU,4,4,100.0,,
994,comp_14197,company,E02004315,MGU,4,4,100.0,,
995,comp_14198,company,E02004315,MGU,4,4,100.0,,
996,comp_14199,company,E02004315,MGU,4,4,100.0,,
997,comp_14200,company,E02004315,MGU,4,4,100.0,,
998,comp_14201,company,E02004315,MGU,4,4,100.0,,
999,comp_14202,company,E02004315,MGU,4,4,100.0,,
1000,comp_14203,company,E02004315,MGU,4,4,100.0,,
1001,comp_14204,company,E02004315,MGU,4,4,100.0,,
1002,comp_14205,company,E02004315,MGU,4,4,100.0,,
1003,comp_14206,company,E02004315,MGU,4,4,100.0,,
1004,comp_14207,company,E02004315,MGU,4,4,100.0,,
1005,comp_14208,company,E02004315,MGU,4,4,100.0,,
1006,comp_14209,company,E02004315,MGU,4,4,100.0,,
1007,comp_14210,company,E02004315,MGU,4,4,100.0,,
1008,comp_14211,company,E02004315,MGU,4,4,100.0,,
1009,comp_14212,company,E02004315,MGU,4,4,100.0,,
1010,comp_14213,company,E02004315,MGU,4,4,100.0,,
1011,comp_14214,company,E02004315,MGU,4,4,100.0,,
1012,comp_14215,company,E02004315,MGU,4,4,100.0,,
1013,comp_14216,company,E02004315,MGU,4,4,100.0,,
1014,comp_14217,company,E02004315,MGU,4,4,100.0,,
1015,comp_14218,company,E02004315,MGU,4,4,100.0,,
1016,comp_14219,company,E02004315,MGU,4,4,100.0,,
1017,comp_14220,company,E02004315,MGU,4,4,100.0,,
1018,comp_14221,company,E02004315,MGU,4,4,100.0,,
1019,comp_14222,company,E02004315,MGU,4,4,100.0,,
1020,comp_14223,company,E02004315,MGU,4,4,100.0,,
1021,comp_14224,company,E02004315,MGU,4,4,100.0,,
1022,comp_14225,company,E02004315,MGU,4,4,100.0,,
1023,comp_14226,company,E02004315,MGU,4,4,100.0,,
1024,comp_14227,company,E02004315,MGU,4,4,100.0,,
1025,comp_14228,company,E02004315,MGU,4,4,100.0,,
1026,comp_14229,company,E02004315,MGU,4,4,100.0,,
1027,comp_14230,company,E02004315,MGU,4,4,100.0,,
1028,comp_14231,company,E02004315,MGU,4,4,100.0,,
1029,comp_14232,company,E02004315,MGU,4,4,100.0,,
1030,comp_14233,company,E02004315,MGU,4,4,100.0,,
1035,comp_14238,company,E02004315,MGU,4,4,100.0,,
1045,comp_14248,company,E02004315,MGU,4,4,100.0,,
1052,comp_14255,company,E02004315,MGU,4,4,100.0,,
1054,comp_14257,company,E02004315,MGU,4,4,100.0,,
1056,comp_14259,company,E02004315,MGU,4,4,100.0,,
1059,comp_14262,company,E02004315,MGU,4,4,100.0,,
1075,comp_14278,company,E02004315,MGU,4,4,100.0,,
1079,comp_14282,company,E02004315,MGU,4,4,100.0,,
1080,comp_14283,company,E02004315,MGU,4,4,100.0,,
1086,comp_14289,company,E02004315,MGU,4,4,100.0,,
1087,comp_14290,company,E02004315,MGU,4,4,100.0,,
1107,comp_14310,company,E02004315,MGU,4,4,100.0,,
1110,comp_14313,company,E02004315,MGU,4,4,100.0,,
1115,comp_14318,company,E02004315,MGU,4,4,100.0,,
1132,comp_14335,company,E02004315,MGU,4,4,100.0,,
1144,comp_14347,company,E02004315,MGU,4,4,100.0,,
1145,comp_14348,company,E02004315,MGU,4,4,100.0,,
1148,comp_14351,company,E02004315,MGU,4,4,100.0,,
1194,comp_14397,company,E02004315,MGU,4,4,100.0,,
1195,comp_14398,company,E02004315,MGU,4,4,100.0,,
1196,comp_14399,company,E02004315,MGU,4,4,100.0,,
1197,comp_14400,company,E02004315,MGU,4,4,100.0,,
1198,comp_14401,company,E02004315,MGU,4,4,100.0,,
1212,comp_14415,company,E02004315,MGU,4,4,100.0,,
1213,comp_14416,company,E02004315,MGU,4,4,100.0,,
1214,comp_14417,company,E02004315,MGU,4,4,100.0,,
1215,comp_14418,company,E02004315,MGU,4,4,100.0,,
1216,comp_14419,company,E02004315,MGU,4,4,100.0,,
1229,comp_14432,company,E02004315,MGU,4,4,100.0,,
1230,comp_14433,company,E02004315,MGU,4,4,100.0,,
1231,comp_14434,company,E02004315,MGU,4,4,100.0,,
1254,comp_14457,company,E02004315,MGU,10,4,40.0,,
1260,comp_14463,company,E02004315,MGU,4,4,100.0,,
1262,comp_14465,company,E02004315,MGU,4,4,100.0,,
1269,comp_14472,company,E02004315,MGU,4,4,100.0,,
1270,comp_14473,company,E02004315,MGU,4,4,100.0,,
1271,comp_14474,company,E02004315,MGU,4,4,100.0,,
1279,comp_14482,company,E02004315,MGU,4,4,100.0,,
1280,comp_14483,company,E02004315,MGU,4,4,100.0,,
1281,comp_14484,company,E02004315,MGU,4,4,100.0,,
1282,comp_14485,company,E02004315,MGU,4,4,100.0,,
1283,comp_14486,company,E02004315,MGU,4,4,100.0,,
1284,comp_14487,company,E02004315,MGU,4,4,100.0,,
1285,comp_14488,company,E02004315,MGU,4,4,100.0,,
1286,comp_14489,company,E02004315,MGU,4,4,100.0,,
1287,comp_14490,company,E02004315,MGU,4,4,100.0,,
1288,comp_14491,company,E02004315,MGU,4,4,100.0,,
1289,comp_14492,company,E02004315,MGU,4,4,100.0,,
1290,comp_14493,company,E02004315,MGU,4,4,100.0,,
1291,comp_14494,company,E02004315,MGU,4,4,100.0,,
1292,comp_14495,company,E02004315,MGU,4,4,100.0,,
1293,comp_14496,company,E02004315,MGU,4,4,100.0,,
1294,comp_14497,company,E02004315,MGU,4,4,100.0,,
1295,comp_14498,company,E02004315,MGU,4,4,100.0,,
1296,comp_14499,company,E02004315,MGU,4,4,100.0,,
1297,comp_14500,company,E02004315,MGU,4,4,100.0,,
1298,comp_14501,company,E02004315,MGU,4,4,100.0,,
1299,comp_14502,company,E02004315,MGU,4,4,100.0,,
1300,comp_14503,company,E02004315,MGU,4,4,100.0,,
1301,comp_14504,company,E02004315,MGU,4,4,100.0,,
1302,comp_14505,company,E02004315,MGU,4,4,100.0,,
1303,comp_14506,company,E02004315,MGU,4,4,100.0,,
1304,comp_14507,company,E02004315,MGU,4,4,100.0,,
1305,comp_14508,company,E02004315,MGU,4,4,100.0,,
1306,comp_14509,company,E02004315,MGU,4,4,100.0,,
1311,comp_14514,company,E02004315,MGU,4,4,100.0,,
1312,comp_14515,company,E02004315,MGU,4,4,100.0,,
1332,comp_14535,company,E02004315,MGU,4,4,100.0,,
1333,comp_14536,company,E02004315,MGU,4,4,100.0,,
2,comp_10549,company,E02007058,MGU,3,3,100.0,,
9,comp_10556,company,E02007058,MGU,3,3,100.0,,
19,comp_10566,company,E02007058,MGU,3,3,100.0,,
32,comp_10579,company,E02007058,MGU,341,3,0.9,,
35,comp_10582,company,E02007058,MGU,3,3,100.0,,
37,comp_10584,company,E02007058,MGU,3,3,100.0,,
145,comp_10692,company,E02007058,MGU,3,3,100.0,,
212,comp_10759,company,E02007058,MGU,4,3,75.0,,
214,comp_10761,company,E02007058,MGU,4,3,75.0,,
223,comp_10770,company,E02007058,MGU,4,3,75.0,,
226,comp_10773,company,E02007058,MGU,4,3,75.0,,
236,comp_10783,company,E02007058,MGU,4,3,75.0,,
241,comp_10788,company,E02007058,MGU,4,3,75.0,,
246,comp_10793,company,E02007058,MGU,4,3,75.0,,
248,comp_10795,company,E02007058,MGU,4,3,75.0,,
249,comp_10796,company,E02007058,MGU,4,3,75.0,,
250,comp_10797,company,E02007058,MGU,4,3,75.0,,
251,comp_10798,company,E02007058,MGU,4,3,75.0,,
258,comp_10805,company,E02007058,MGU,4,3,75.0,,
261,comp_10808,company,E02007058,MGU,4,3,75.0,,
265,comp_10812,company,E02007058,MGU,4,3,75.0,,
269,comp_10816,company,E02007058,MGU,4,3,75.0,,
270,comp_10817,company,E02007058,MGU,4,3,75.0,,
274,comp_10821,company,E02007058,MGU,4,3,75.0,,
284,comp_10831,company,E02007058,MGU,4,3,75.0,,
285,comp_10832,company,E02007058,MGU,4,3,75.0,,
289,comp_10836,company,E02007058,MGU,4,3,75.0,,
298,comp_10845,company,E02007058,MGU,4,3,75.0,,
302,comp_10849,company,E02007058,MGU,4,3,75.0,,
303,comp_10850,company,E02007058,MGU,4,3,75.0,,
305,comp_10852,company,E02007058,MGU,3,3,100.0,,
440,comp_10987,company,E02007058,MGU,4,3,75.0,,
446,comp_10993,company,E02007058,MGU,258,3,1.2,,
448,comp_10995,company,E02007058,MGU,10,3,30.0,,
684,comp_13887,company,E02004314,MGU,3,3,100.0,,
727,comp_13930,company,E02004314,MGU,3,3,100.0,,
760,comp_13963,company,E02004314,MGU,3,3,100.0,,
807,comp_14010,company,E02004314,MGU,3,3,100.0,,
808,comp_14011,company,E02004314,MGU,4,3,75.0,,
813,comp_14016,company,E02004314,MGU,4,3,75.0,,
815,comp_14018,company,E02004314,MGU,4,3,75.0,,
816,comp_14019,company,E02004314,MGU,4,3,75.0,,
818,comp_14021,company,E02004314,MGU,4,3,75.0,,
819,comp_14022,company,E02004314,MGU,4,3,75.0,,
828,comp_14031,company,E02004314,MGU,4,3,75.0,,
831,comp_14034,company,E02004314,MGU,4,3,75.0,,
832,comp_14035,company,E02004314,MGU,4,3,75.0,,
833,comp_14036,company,E02004314,MGU,4,3,75.0,,
838,comp_14041,company,E02004314,MGU,3,3,100.0,,
845,comp_14048,company,E02004314,MGU,4,3,75.0,,
852,comp_14055,company,E02004314,MGU,3,3,100.0,,
875,comp_14078,company,E02004314,MGU,3,3,100.0,,
876,comp_14079,company,E02004314,MGU,4,3,75.0,,
877,comp_14080,company,E02004314,MGU,4,3,75.0,,
881,comp_14084,company,E02004314,MGU,4,3,75.0,,
882,comp_14085,company,E02004314,MGU,4,3,75.0,,
885,comp_14088,company,E02004314,MGU,4,3,75.0,,
886,comp_14089,company,E02004314,MGU,4,3,75.0,,
891,comp_14094,company,E02004314,MGU,4,3,75.0,,
892,comp_14095,company,E02004314,MGU,4,3,75.0,,
896,comp_14099,company,E02004314,MGU,4,3,75.0,,
900,comp_14103,company,E02004314,MGU,4,3,75.0,,
901,comp_14104,company,E02004314,MGU,4,3,75.0,,
902,comp_14105,company,E02004314,MGU,4,3,75.0,,
912,comp_14115,company,E02004314,MGU,4,3,75.0,,
913,comp_14116,company,E02004314,MGU,4,3,75.0,,
927,comp_14130,company,E02004314,MGU,4,3,75.0,,
928,comp_14131,company,E02004314,MGU,4,3,75.0,,
931,comp_14134,company,E02004314,MGU,4,3,75.0,,
938,comp_14141,company,E02004315,MGU,3,3,100.0,,
952,comp_14155,company,E02004315,MGU,3,3,100.0,,
993,comp_14196,company,E02004315,MGU,3,3,100.0,,
1031,comp_14234,company,E02004315,MGU,3,3,100.0,,
1039,comp_14242,company,E02004315,MGU,4,3,75.0,,
1044,comp_14247,company,E02004315,MGU,4,3,75.0,,
1046,comp_14249,company,E02004315,MGU,4,3,75.0,,
1047,comp_14250,company,E02004315,MGU,4,3,75.0,,
1051,comp_14254,company,E02004315,MGU,4,3,75.0,,
1053,comp_14256,company,E02004315,MGU,4,3,75.0,,
1062,comp_14265,company,E02004315,MGU,4,3,75.0,,
1068,comp_14271,company,E02004315,MGU,4,3,75.0,,
1077,comp_14280,company,E02004315,MGU,4,3,75.0,,
1084,comp_14287,company,E02004315,MGU,4,3,75.0,,
1088,comp_14291,company,E02004315,MGU,4,3,75.0,,
1090,comp_14293,company,E02004315,MGU,4,3,75.0,,
1095,comp_14298,company,E02004315,MGU,4,3,75.0,,
1104,comp_14307,company,E02004315,MGU,4,3,75.0,,
1105,comp_14308,company,E02004315,MGU,4,3,75.0,,
1109,comp_14312,company,E02004315,MGU,4,3,75.0,,
1114,comp_14317,company,E02004315,MGU,4,3,75.0,,
1138,comp_14341,company,E02004315,MGU,4,3,75.0,,
1139,comp_14342,company,E02004315,MGU,4,3,75.0,,
1149,comp_14352,company,E02004315,MGU,4,3,75.0,,
1152,comp_14355,company,E02004315,MGU,4,3,75.0,,
1160,comp_14363,company,E02004315,MGU,4,3,75.0,,
1171,comp_14374,company,E02004315,MGU,3,3,100.0,,
1199,comp_14402,company,E02004315,MGU,3,3,100.0,,
1217,comp_14420,company,E02004315,MGU,3,3,100.0,,
1218,comp_14421,company,E02004315,MGU,4,3,75.0,,
1236,comp_14439,company,E02004315,MGU,10,3,30.0,,
1242,comp_14445,company,E02004315,MGU,4,3,75.0,,
1248,comp_14451,company,E02004315,MGU,4,3,75.0,,
1256,comp_14459,company,E02004315,MGU,10,3,30.0,,
27,comp_10574,company,E02007058,MGU,324,2,0.6,,
92,comp_10639,company,E02007058,MGU,2,2,100.0,,
213,comp_10760,company,E02007058,MGU,4,2,50.0,,
215,comp_10762,company,E02007058,MGU,4,2,50.0,,
216,comp_10763,company,E02007058,MGU,4,2,50.0,,
219,comp_10766,company,E02007058,MGU,4,2,50.0,,
224,comp_10771,company,E02007058,MGU,4,2,50.0,,
243,comp_10790,company,E02007058,MGU,4,2,50.0,,
259,comp_10806,company,E02007058,MGU,4,2,50.0,,
264,comp_10811,company,E02007058,MGU,4,2,50.0,,
273,comp_10820,company,E02007058,MGU,4,2,50.0,,
275,comp_10822,company,E02007058,MGU,4,2,50.0,,
277,comp_10824,company,E02007058,MGU,4,2,50.0,,
281,comp_10828,company,E02007058,MGU,4,2,50.0,,
283,comp_10830,company,E02007058,MGU,4,2,50.0,,
291,comp_10838,company,E02007058,MGU,4,2,50.0,,
297,comp_10844,company,E02007058,MGU,4,2,50.0,,
301,comp_10848,company,E02007058,MGU,4,2,50.0,,
363,comp_10910,company,E02007058,MGU,2,2,100.0,,
410,comp_10957,company,E02007058,MGU,2,2,100.0,,
426,comp_10973,company,E02007058,MGU,10,2,20.0,,
431,comp_10978,company,E02007058,MGU,10,2,20.0,,
435,comp_10982,company,E02007058,MGU,5,2,40.0,,
451,comp_10998,company,E02007058,MGU,5,2,40.0,,
454,comp_11001,company,E02007058,MGU,5,2,40.0,,
455,comp_11002,company,E02007058,MGU,5,2,40.0,,
457,comp_11004,company,E02007058,MGU,5,2,40.0,,
458,comp_11005,company,E02007058,MGU,4,2,50.0,,
567,comp_11114,company,E02007058,MGU,2,2,100.0,,
671,comp_11218,company,E02007058,MGU,2,2,100.0,,
814,comp_14017,company,E02004314,MGU,4,2,50.0,,
817,comp_14020,company,E02004314,MGU,4,2,50.0,,
824,comp_14027,company,E02004314,MGU,4,2,50.0,,
836,comp_14039,company,E02004314,MGU,4,2,50.0,,
846,comp_14049,company,E02004314,MGU,4,2,50.0,,
890,comp_14093,company,E02004314,MGU,4,2,50.0,,
893,comp_14096,company,E02004314,MGU,4,2,50.0,,
894,comp_14097,company,E02004314,MGU,4,2,50.0,,
899,comp_14102,company,E02004314,MGU,4,2,50.0,,
909,comp_14112,company,E02004314,MGU,4,2,50.0,,
914,comp_14117,company,E02004314,MGU,4,2,50.0,,
915,comp_14118,company,E02004314,MGU,4,2,50.0,,
916,comp_14119,company,E02004314,MGU,4,2,50.0,,
918,comp_14121,company,E02004314,MGU,4,2,50.0,,
923,comp_14126,company,E02004314,MGU,4,2,50.0,,
933,comp_14136,company,E02004314,MGU,4,2,50.0,,
936,comp_14139,company,E02004314,MGU,3,2,66.7,,
950,comp_14153,company,E02004315,MGU,2,2,100.0,,
958,comp_14161,company,E02004315,MGU,2,2,100.0,,
1033,comp_14236,company,E02004315,MGU,4,2,50.0,,
1034,comp_14237,company,E02004315,MGU,4,2,50.0,,
1036,comp_14239,company,E02004315,MGU,4,2,50.0,,
1037,comp_14240,company,E02004315,MGU,4,2,50.0,,
1038,comp_14241,company,E02004315,MGU,4,2,50.0,,
1042,comp_14245,company,E02004315,MGU,4,2,50.0,,
1049,comp_14252,company,E02004315,MGU,4,2,50.0,,
1050,comp_14253,company,E02004315,MGU,4,2,50.0,,
1055,comp_14258,company,E02004315,MGU,4,2,50.0,,
1057,comp_14260,company,E02004315,MGU,4,2,50.0,,
1060,comp_14263,company,E02004315,MGU,4,2,50.0,,
1074,comp_14277,company,E02004315,MGU,4,2,50.0,,
1078,comp_14281,company,E02004315,MGU,4,2,50.0,,
1092,comp_14295,company,E02004315,MGU,4,2,50.0,,
1094,comp_14297,company,E02004315,MGU,4,2,50.0,,
1097,comp_14300,company,E02004315,MGU,4,2,50.0,,
1101,comp_14304,company,E02004315,MGU,4,2,50.0,,
1102,comp_14305,company,E02004315,MGU,4,2,50.0,,
1106,comp_14309,company,E02004315,MGU,4,2,50.0,,
1113,comp_14316,company,E02004315,MGU,4,2,50.0,,
1116,comp_14319,company,E02004315,MGU,4,2,50.0,,
1121,comp_14324,company,E02004315,MGU,4,2,50.0,,
1122,comp_14325,company,E02004315,MGU,4,2,50.0,,
1123,comp_14326,company,E02004315,MGU,4,2,50.0,,
1125,comp_14328,company,E02004315,MGU,4,2,50.0,,
1126,comp_14329,company,E02004315,MGU,4,2,50.0,,
1127,comp_14330,company,E02004315,MGU,4,2,50.0,,
1129,comp_14332,company,E02004315,MGU,4,2,50.0,,
1130,comp_14333,company,E02004315,MGU,4,2,50.0,,
1134,comp_14337,company,E02004315,MGU,4,2,50.0,,
1137,comp_14340,company,E02004315,MGU,4,2,50.0,,
1142,comp_14345,company,E02004315,MGU,4,2,50.0,,
1147,comp_14350,company,E02004315,MGU,4,2,50.0,,
1150,comp_14353,company,E02004315,MGU,4,2,50.0,,
1151,comp_14354,company,E02004315,MGU,4,2,50.0,,
1153,comp_14356,company,E02004315,MGU,4,2,50.0,,
1158,comp_14361,company,E02004315,MGU,4,2,50.0,,
1234,comp_14437,company,E02004315,MGU,55,2,3.6,,
1235,comp_14438,company,E02004315,MGU,54,2,3.7,,
1237,comp_14440,company,E02004315,MGU,10,2,20.0,,
1241,comp_14444,company,E02004315,MGU,5,2,40.0,,
1250,comp_14453,company,E02004315,MGU,4,2,50.0,,
1251,comp_14454,company,E02004315,MGU,4,2,50.0,,
1253,comp_14456,company,E02004315,MGU,95,2,2.1,,
1255,comp_14458,company,E02004315,MGU,10,2,20.0,,
1257,comp_14460,company,E02004315,MGU,5,2,40.0,,
1258,comp_14461,company,E02004315,MGU,5,2,40.0,,
1263,comp_14466,company,E02004315,MGU,4,2,50.0,,
1264,comp_14467,company,E02004315,MGU,2,2,100.0,,
24,comp_10571,company,E02007058,MGU,1,1,100.0,,
28,comp_10575,company,E02007058,MGU,4,1,25.0,,
31,comp_10578,company,E02007058,MGU,1,1,100.0,,
65,comp_10612,company,E02007058,MGU,1,1,100.0,,
228,comp_10775,company,E02007058,MGU,4,1,25.0,,
232,comp_10779,company,E02007058,MGU,4,1,25.0,,
233,comp_10780,company,E02007058,MGU,4,1,25.0,,
234,comp_10781,company,E02007058,MGU,4,1,25.0,,
240,comp_10787,company,E02007058,MGU,4,1,25.0,,
260,comp_10807,company,E02007058,MGU,4,1,25.0,,
266,comp_10813,company,E02007058,MGU,4,1,25.0,,
278,comp_10825,company,E02007058,MGU,4,1,25.0,,
296,comp_10843,company,E02007058,MGU,4,1,25.0,,
300,comp_10847,company,E02007058,MGU,4,1,25.0,,
424,comp_10971,company,E02007058,MGU,1,1,100.0,,
425,comp_10972,company,E02007058,MGU,209,1,0.5,,
428,comp_10975,company,E02007058,MGU,10,1,10.0,,
430,comp_10977,company,E02007058,MGU,10,1,10.0,,
433,comp_10980,company,E02007058,MGU,10,1,10.0,,
434,comp_10981,company,E02007058,MGU,5,1,20.0,,
439,comp_10986,company,E02007058,MGU,4,1,25.0,,
441,comp_10988,company,E02007058,MGU,4,1,25.0,,
442,comp_10989,company,E02007058,MGU,4,1,25.0,,
445,comp_10992,company,E02007058,MGU,1,1,100.0,,
459,comp_11006,company,E02007058,MGU,4,1,25.0,,
460,comp_11007,company,E02007058,MGU,4,1,25.0,,
461,comp_11008,company,E02007058,MGU,1,1,100.0,,
