MBD_Temp_ID,Latitude,Longitude
TEMP000233,52.5141256,0.8841181
TEMP000234,52.4050925,1.1401976
TEMP000235,52.7833865,1.412119
TEMP000236,52.5450115,1.3817941
TEMP000237,52.8020522,1.0574519
TEMP000238,52.7081788,0.2940292
TEMP000239,52.4822471,1.0440641
TEMP000240,52.491537,1.0502964
TEMP000241,52.5710365,0.9100059
TEMP000242,52.6206376,1.5028986
TEMP000243,52.9359332,0.6099424
TEMP000244,52.5858761,1.2982922
TEMP000245,52.9513132,1.023312
TEMP000246,52.6407589,0.9634002
TEMP000247,52.4621994,0.5384982
TEMP000248,52.7696498,1.1604659
TEMP000249,52.5767739,1.4344392
TEMP000250,52.7311914,1.0985731
TEMP000251,52.6746897,1.5900882
TEMP000252,52.6060407,0.6449618
TEMP000253,52.4342839,1.314445
TEMP000254,52.8019707,0.8437829
TEMP000255,52.6285141,1.2053278
TEMP000256,52.7281142,1.3633672
TEMP000257,52.6698563,0.7857773
TEMP000258,52.6655581,1.2195052
TEMP000259,52.8691065,1.3338563
TEMP000260,52.8257683,1.5312634
