MBD_Temp_ID,Latitude,Longitude
TEMP003765,51.8216766,-2.2436932
TEMP003766,51.7832089,-2.1173662
TEMP003767,51.6389053,-2.3481955
TEMP003768,51.4547897,-2.5523964
TEMP003769,51.4290582,-2.4444125
TEMP003770,51.7769562,-1.9347201
TEMP003771,51.8526008,-2.432131
TEMP003772,54.6070604,-2.7477258
TEMP003773,54.5567101,-2.7514422
TEMP003774,54.3495274,-2.8245781
TEMP003775,54.3133814,-2.8546017
TEMP003776,54.3533537,-2.6748159
TEMP003777,54.4044982,-2.6993774
TEMP003778,54.5469624,-2.9492311
TEMP003779,54.513573,-2.3598695
TEMP003780,54.5098216,-2.9154521
TEMP003781,54.3084665,-2.7115026
TEMP003782,54.5523762,-2.5039552
TEMP003783,54.2027271,-2.732734
TEMP003784,54.6269453,-2.5606845
TEMP003785,54.6371128,-2.4957417
TEMP003786,54.6576027,-2.5378436
TEMP003787,54.3145095,-2.6747721
TEMP003788,54.5520876,-2.6153025
TEMP003789,54.5434377,-2.7171915
TEMP003790,54.5310975,-2.6752523
TEMP003791,54.4667035,-2.4041929
TEMP003792,54.4937142,-2.3890209
TEMP003793,54.3338134,-2.8958191
TEMP003794,54.3225029,-2.7446907
TEMP003795,54.1469415,-3.1346472
TEMP003796,54.2937946,-2.9008933
TEMP003797,54.2012733,-2.9524212
TEMP003798,54.1583848,-3.1224583
TEMP003799,54.4159808,-3.0816867
TEMP003800,54.7441778,-2.6586007
TEMP003801,54.4183976,-3.4362419
TEMP003802,54.6646245,-2.9890759
TEMP003803,54.7619255,-3.2564781
TEMP003804,54.9999865,-2.9723126
TEMP003805,54.6446023,-3.1917095
TEMP003806,54.6016884,-3.1934502
TEMP003807,54.9414312,-2.7383084
TEMP003808,54.8110351,-3.2867513
TEMP003809,54.6691219,-3.4388725
TEMP003810,54.5062798,-3.5258125
TEMP003811,54.6608753,-2.6060961
TEMP003812,54.6134594,-3.4338107
TEMP003813,54.8432423,-2.7553968
TEMP003814,54.3929286,-3.3800118
TEMP003815,54.7137379,-2.9173307
TEMP003816,54.5750833,-3.4108062
TEMP003817,54.7189229,-2.6752673
TEMP003818,54.6468104,-2.5108673
TEMP003819,54.8494222,-2.8844768
TEMP003820,55.0934234,-2.8554925
TEMP003821,54.2877155,-3.2592127
TEMP003822,54.3433995,-3.3850898
TEMP003823,54.5065227,-3.0483378
TEMP003824,54.8144668,-3.2152787
TEMP003825,54.6106657,-3.3728332
TEMP003826,54.917113,-2.8196363
TEMP003827,54.7511266,-2.7022164
TEMP003828,52.4225768,-1.5573259
TEMP003829,52.5125758,-1.5844209
TEMP003830,52.2456297,-1.6030257
TEMP003831,52.4737046,-1.8998417
TEMP003832,52.0512107,-1.5420418
TEMP003833,52.4135783,-1.3589367
TEMP003834,52.282521,-1.3974765
TEMP003835,52.1571749,-1.5102613
TEMP003836,52.3416867,-1.7243113
TEMP003837,52.5318052,-1.7006975
TEMP003838,52.1062096,-1.3794087
TEMP003839,52.0960103,-1.5036312
TEMP003840,52.1821707,-1.4690351
TEMP003841,52.3903323,-1.8056608
TEMP003842,52.4952018,-1.8335576
TEMP003843,52.2166944,-1.5564454
TEMP003844,52.4910814,-1.3946313
TEMP003845,52.5672094,-1.5293165
TEMP003846,52.0388941,-1.6179777
TEMP003847,52.0146192,-1.6181843
TEMP003848,52.1755729,-1.6241223
TEMP003849,52.1273581,-1.6101923
TEMP003850,52.1915418,-1.7081061
TEMP003851,52.5163008,-1.784992
TEMP003852,52.2557879,-1.4461818
TEMP003853,52.209487,-1.3574848
TEMP003854,52.6198467,-1.6498584
TEMP003855,52.2541125,-1.7450503
TEMP003856,52.6368605,-1.6541736
TEMP003857,52.6324721,-1.6832515
TEMP003858,52.6270048,-1.6711507
TEMP003859,52.4562592,-1.6894371
TEMP003860,52.4746157,-1.7410556
TEMP003861,52.45053,-1.3760589
TEMP003862,53.4876954,-2.0903855
TEMP003863,53.5021482,-2.4537457
TEMP003864,53.5417106,-2.9204572
TEMP003865,53.476414,-2.3555362
TEMP003866,53.8177748,-2.4146218
TEMP003867,53.8526202,-3.0412806
TEMP003868,53.4360224,-2.5704884
TEMP003869,53.553972,-2.9614791
TEMP003870,53.5549539,-3.0581112
TEMP003871,53.8740981,-2.1687897
TEMP003872,53.8740707,-2.947512
TEMP003873,53.7065947,-2.3271776
TEMP003874,54.0898634,-2.8132996
TEMP003875,54.1200406,-2.7328032
TEMP003876,53.4847768,-2.2471003
TEMP003877,53.5531857,-2.1946728
TEMP003878,53.5654064,-2.8771851
TEMP003879,54.0149462,-2.8591441
TEMP003880,53.8648217,-2.5595453
TEMP003881,53.5403821,-2.7212433
TEMP003882,53.9366049,-2.7502124
TEMP003883,54.1666348,-2.7566066
TEMP003884,53.7972641,-2.5905256
TEMP003885,54.1231786,-2.6563559
TEMP003886,53.7513486,-2.8931868
TEMP003887,54.1514167,-2.5833109
TEMP003888,54.1645108,-2.6556791
TEMP003889,53.5491917,-2.4041554
TEMP003890,53.5865725,-2.0830427
TEMP003891,54.1072979,-2.7585794
TEMP003892,53.6025738,-2.4555266
TEMP003893,53.790364,-2.245876
TEMP003894,54.2683161,-1.6698593
TEMP003895,54.2860445,-0.4421073
TEMP003896,54.5361625,-1.1314304
TEMP003897,54.4432899,-0.9776541
TEMP003898,54.1431805,-0.9865865
TEMP003899,52.531279,1.1108543
TEMP003900,52.7776409,0.7329932
TEMP003901,52.6765396,0.3630419
TEMP003902,52.6798577,0.4748329
TEMP003903,52.5706557,0.4937692
TEMP003904,52.5425287,1.3107911
TEMP003905,54.2905233,-1.5851894
TEMP003906,54.4966408,-1.6896412
TEMP003907,54.4888801,-1.870307
TEMP003908,54.1756988,-1.2554275
TEMP003909,54.5298507,-0.8116922
TEMP003910,54.2798976,-1.6344427
TEMP003911,54.5177063,-2.0123329
TEMP003912,54.3730321,-1.0461231
TEMP003913,54.2439782,-1.41379
TEMP003914,54.3117996,-1.6631883
TEMP003915,54.2588548,-1.5271746
TEMP003916,54.238067,-1.9848673
TEMP003917,54.4440345,-1.1950603
TEMP003918,54.0137218,-0.8813791
TEMP003919,54.0950696,-1.0382179
TEMP003920,54.2722584,-1.8418089
TEMP003921,54.2835017,-1.6374828
TEMP003922,54.3035197,-1.2884694
TEMP003923,54.1286373,-1.1439886
TEMP003924,54.6236397,-2.1120615
TEMP003925,54.132713,-1.0251032
TEMP003926,54.3605656,-1.4772748
TEMP003927,54.252728,-0.3974184
TEMP003928,54.1523206,-1.4166149
TEMP003929,54.0145262,-1.0442733
TEMP003930,54.3702636,-1.881453
TEMP003931,54.438284,-1.825901
TEMP003932,54.2719349,-1.5932867
TEMP003933,54.0780062,-0.9331491
TEMP003934,54.3871028,-1.9307665
TEMP003935,54.4164831,-0.5529908
TEMP003936,54.3994926,-0.7199554
TEMP003937,54.1769088,-0.8401889
TEMP003938,54.3338007,-1.6278138
TEMP003939,54.2454844,-0.7753751
TEMP003940,54.2305476,-1.0089934
TEMP003941,54.3323128,-1.7477743
TEMP003942,54.2462527,-1.0623295
TEMP003943,53.988253,-0.9476481
TEMP003944,54.1287862,-0.8558571
TEMP003945,54.5384813,-0.7758913
TEMP003946,54.3383892,-1.6600706
TEMP003947,53.9981515,-1.0587781
TEMP003948,54.5067672,-1.8053893
TEMP003949,54.5122835,-1.3342766
TEMP003950,54.2435542,-0.4516221
TEMP003951,54.2053667,-0.807214
TEMP003952,54.2703419,-0.932797
TEMP003953,54.3202867,-1.6171744
TEMP003954,54.3033389,-0.7214024
TEMP003955,54.3783563,-1.8860483
TEMP003956,54.5919523,-1.0219124
TEMP003957,51.5107902,-1.2033572
TEMP003958,51.6396085,-1.23406
TEMP003959,51.3864942,-1.4811593
TEMP003960,51.7130738,-1.3384822
TEMP003961,51.4425007,-0.7855621
TEMP003962,51.4624737,-1.5327586
TEMP003963,51.5695813,-1.235197
TEMP003964,51.6814046,-1.5067508
TEMP003965,51.4245768,-1.0680143
TEMP003966,51.5051534,-0.7097722
TEMP003967,51.5198104,-1.3484904
TEMP003968,51.4857015,-0.6259944
TEMP003969,51.4754496,-1.4543618
TEMP003970,51.6109408,-1.2504284
TEMP003971,51.6919379,-1.4227006
TEMP003972,51.643626,-1.3063618
TEMP003973,51.4552322,-1.2270731
TEMP003974,51.384698,-1.3072981
TEMP003975,51.4962774,-1.1802817
TEMP003976,51.4656015,-0.8454638
TEMP003977,51.6333022,-1.4424587
TEMP003978,51.5863191,-1.5308496
TEMP003979,51.5137012,-1.243359
TEMP003980,51.4861663,-1.2841596
TEMP003981,51.6681681,-1.3478112
TEMP003982,51.6015478,-1.18994
TEMP003983,51.6899465,-1.2317647
TEMP003984,51.3798794,-1.1851473
TEMP003985,51.4672242,-1.4384959
TEMP003986,51.6394074,-1.5404175
TEMP003987,51.6393213,-1.5072093
TEMP003988,51.6195285,-1.3326196
TEMP003989,51.4086605,-0.6513028
TEMP003990,51.3854977,-1.4596149
TEMP003991,51.402102,-1.0906805
TEMP003992,51.4625978,-0.5735488
TEMP003993,51.4442439,-1.35242
TEMP003994,51.711218,-1.3126292
TEMP003995,51.5681323,-0.5372874
TEMP003996,51.5449965,-0.6241067
TEMP003997,51.8048353,-0.7844067
TEMP003998,51.6264263,-0.8686256
TEMP003999,51.6315387,-0.563781
TEMP004000,51.91362,-1.025281
TEMP004001,51.7867414,-0.9575615
TEMP004002,51.9630204,-1.0685267
TEMP004003,51.722799,-0.8740948
TEMP004004,51.8196162,-1.0162878
TEMP004005,51.911171,-0.8049416
TEMP004006,51.8620703,-0.59276
TEMP004007,52.125284,-0.7305695
TEMP004008,51.6133942,-0.8806597
TEMP004009,51.572844,-0.8715553
TEMP004010,51.805546,-0.8484167
TEMP004011,51.788277,-0.7638915
TEMP004012,51.9525783,-1.0031971
TEMP004013,52.0964402,-0.7241057
TEMP004014,52.173007,-0.6823243
TEMP004015,51.618202,-0.6821149
TEMP004016,52.0820458,-0.7230393
TEMP004017,51.8224717,-0.6665491
TEMP004018,52.1540364,-0.6478956
TEMP004019,51.9719134,-0.9518173
TEMP004020,51.8753834,-0.9120021
TEMP004021,51.8350547,-0.8359837
TEMP004022,51.6755697,-0.581767
TEMP004023,51.6640021,-0.736129
TEMP004024,51.7101992,-0.8493319
TEMP004025,52.0223238,-1.0657754
TEMP004026,52.0224996,-0.7888627
TEMP004027,51.9370164,-0.7737468
TEMP004028,52.1456149,-0.7826044
TEMP004029,52.173194,-0.6517209
TEMP004030,52.0162472,-1.0935883
TEMP004031,51.9995265,-0.8288126
TEMP004032,51.5817426,-0.6894825
TEMP004033,51.6447117,-0.9341889
TEMP004034,51.9131827,-0.6825541
TEMP004035,51.7977144,-0.2604657
TEMP004036,51.8523536,0.0265131
TEMP004037,51.980497,-0.1430628
TEMP004038,51.787459,-0.0428755
TEMP004039,51.9585673,-0.0249188
TEMP004040,51.6396737,-0.4548637
TEMP004041,51.7073126,-0.0541975
TEMP004042,51.8706695,0.1569564
TEMP004043,52.0097877,-0.1553797
TEMP004044,51.8342082,0.1307413
TEMP004045,51.7912962,0.00825
TEMP004046,51.7879198,-0.2629901
TEMP004047,51.8129647,-0.1619786
TEMP004048,51.8317582,-0.2149449
TEMP004049,51.9304794,-0.3415431
TEMP004050,51.8194233,-0.2328486
TEMP004051,51.9613166,-0.2199454
TEMP004052,51.7561592,-0.392952
TEMP004053,51.6531187,-0.2821679
TEMP004054,51.8298218,-0.1467951
TEMP004055,51.7533024,-0.0366565
TEMP004056,51.8697119,0.1050764
TEMP004057,51.6745956,-0.4993975
TEMP004058,51.8439841,-0.3370973
TEMP004059,51.9128653,-0.0768002
TEMP004060,51.6816681,-0.4761879
TEMP004061,51.769388,-0.5897817
TEMP004062,51.7266666,-0.2130281
TEMP004063,51.9103326,-0.3737367
TEMP004064,51.8360743,-0.3309733
TEMP004065,51.6819209,-0.294577
TEMP004066,51.8100761,-0.6059855
TEMP004067,51.7846962,0.0775508
TEMP004068,51.8412154,-0.4677954
TEMP004069,51.7949715,0.0547448
TEMP004070,51.944145,-0.1185912
TEMP004071,51.8982851,0.0466535
TEMP004072,51.7688762,-0.628572
TEMP004073,51.8496262,-0.1526524
TEMP004074,52.0266666,0.0419409
TEMP004075,51.6526677,-0.2046443
TEMP004076,51.7545644,-0.3469091
TEMP004077,51.8740012,-0.2132431
TEMP004078,51.8502885,-0.1713252
TEMP004079,51.9069148,-0.2595151
TEMP004080,52.0069803,-0.2064917
TEMP004081,51.8368953,-0.3408856
TEMP004082,50.8200826,-2.7994175
TEMP004083,50.6995538,-2.5011945
TEMP004084,50.9774204,-2.4999383
TEMP004085,50.8197227,-2.3563183
TEMP004086,50.7626843,-2.941575
TEMP004087,50.9132588,-1.9677136
TEMP004088,50.9118757,-1.961715
TEMP004089,50.949219,-2.5105184
TEMP004090,50.9881091,-2.5400318
TEMP004091,50.7917924,-2.274498
TEMP004092,50.64654,-2.4907289
TEMP004093,51.7875576,-1.7795782
TEMP004094,52.0098139,-2.0800774
TEMP004095,51.6190628,-2.6510853
TEMP004096,52.1148624,-1.7984159
TEMP004097,52.0011439,-2.3772241
TEMP004098,51.9172255,-1.9519648
TEMP004099,51.8192326,-1.9955925
TEMP004100,51.7948548,-1.8447929
TEMP004101,51.7807216,-2.387093
TEMP004102,51.8893565,-2.0377243
TEMP004103,51.9046136,-1.9098256
TEMP004104,51.6661531,-1.7685996
TEMP004105,51.6262964,-2.3668302
TEMP004106,51.9664017,-1.7408606
TEMP004107,51.7507811,-2.1665346
TEMP004108,51.892642,-2.2731404
TEMP004109,52.0071106,-2.10923
TEMP004110,51.9188255,-2.2209548
TEMP004111,51.9275336,-1.6596436
TEMP004112,51.6245594,-2.5662263
TEMP004113,51.5831367,-2.5772536
TEMP004114,51.8811259,-2.1829923
TEMP004115,52.1479308,-1.7047348
TEMP004116,51.7389289,-2.4786782
TEMP004117,51.7380117,-2.6405557
TEMP004118,51.9079563,-2.2601504
TEMP004119,51.7292711,-2.1070906
TEMP004120,51.9772097,-1.7495336
TEMP004121,51.6051326,-2.157337
TEMP004122,51.605929,-2.5096735
TEMP004123,51.4748921,-2.4506173
TEMP004124,51.5382341,-2.3942396
TEMP004125,51.8102262,-2.6526771
TEMP004126,51.6121301,-2.5299656
TEMP004127,51.9547629,-2.2342267
TEMP004128,51.8315667,-2.2437466
TEMP004129,51.8334445,-2.2016704
TEMP004130,51.6715365,-2.6258592
TEMP004131,51.514514,-2.4351555
TEMP004132,51.9522956,-1.9679334
TEMP004133,51.7218955,-2.2330216
TEMP004134,51.9127379,-2.0450115
TEMP004135,51.9738748,-2.0276054
TEMP004136,51.7200224,-2.5326767
TEMP004137,51.4868075,-2.3873641
TEMP004138,54.6019018,-2.7089321
TEMP004139,54.5917071,-2.7598249
TEMP004140,54.6292291,-2.7946025
TEMP004141,54.5854678,-2.5895013
TEMP004142,54.2034725,-2.5978412
TEMP004143,54.6054322,-2.7198302
TEMP004144,54.5897612,-2.422434
TEMP004145,54.5852327,-2.6359179
TEMP004146,54.5365969,-2.9398012
TEMP004147,54.6384254,-2.6026631
TEMP004148,54.4506826,-2.3546836
TEMP004149,54.4893871,-2.3334072
TEMP004150,54.1733693,-3.0671987
TEMP004151,54.3492717,-3.2095172
TEMP004152,54.1960638,-3.0942497
TEMP004153,54.6585624,-3.4199014
TEMP004154,54.647524,-3.441209
TEMP004155,54.5366124,-3.5685281
TEMP004156,54.8129491,-2.7328526
TEMP004157,54.8126208,-2.439881
TEMP004158,54.7451993,-3.3332058
TEMP004159,54.7877786,-3.1880513
TEMP004160,54.6896602,-3.3728881
TEMP004161,54.6150449,-3.0886162
TEMP004162,54.9220508,-3.050004
TEMP004163,54.4178579,-3.480914
TEMP004164,54.7330196,-2.9798863
TEMP004165,54.6920782,-2.8035875
TEMP004166,54.7823021,-3.2542905
TEMP004167,54.8699135,-2.951297
TEMP004168,54.8454908,-2.7007394
TEMP004169,54.7814395,-2.9042938
TEMP004170,54.2117107,-3.2741848
TEMP004171,54.6813367,-2.9988594
TEMP004172,54.4364152,-3.4582332
TEMP004173,54.8127,-2.9519886
TEMP004174,54.9449128,-3.0037672
TEMP004175,54.2710862,-3.3774837
TEMP004176,54.3966069,-3.4834945
TEMP004177,54.261348,-3.3371201
TEMP004178,54.6479271,-3.5200019
TEMP004179,55.0337279,-2.7791209
TEMP004180,54.9941134,-2.6376816
TEMP004181,54.7224005,-3.1643895
TEMP004182,54.5483226,-3.5873546
TEMP004183,54.8671093,-3.0980041
TEMP004184,54.6688557,-3.384591
TEMP004185,54.7485546,-2.8562469
TEMP004186,54.8305927,-3.0904997
TEMP004187,54.953296,-2.8201865
TEMP004188,52.2335869,-1.8300946
TEMP004189,52.2044777,-1.661984
TEMP004190,52.5305191,-1.5739324
TEMP004191,52.2362361,-1.7993331
TEMP004192,52.1576724,-1.4196515
TEMP004193,51.9696841,-1.624384
TEMP004194,52.2417377,-1.8783929
TEMP004195,52.2267769,-1.3967654
TEMP004196,52.3167194,-1.4043454
TEMP004197,52.5545567,-1.7338762
TEMP004198,52.4591517,-1.7762494
TEMP004199,52.250173,-1.6176339
TEMP004200,52.5163641,-1.6433301
TEMP004201,52.4115052,-1.7764893
TEMP004202,52.2528098,-1.3890877
TEMP004203,52.2579191,-1.8768835
TEMP004204,52.5194575,-1.5097621
TEMP004205,52.2267795,-1.6119779
TEMP004206,52.6348037,1.4182891
TEMP004207,52.8402048,1.213109
TEMP004208,52.6842844,1.4487975
TEMP004209,52.5693271,1.3807185
TEMP004210,54.150958,-0.8516552
TEMP004211,54.4090762,-1.8091153
TEMP004212,54.2912351,-1.996898
TEMP004213,54.2019558,-1.4562142
TEMP004214,54.2210971,-1.2725116
TEMP004215,54.3386583,-1.7754198
TEMP004216,54.0607416,-0.9122017
TEMP004217,54.4594184,-1.0836918
TEMP004218,54.4520777,-1.0435564
TEMP004219,54.3306514,-1.8246705
TEMP004220,54.415986,-1.4914697
TEMP004221,54.2796801,-1.3712292
TEMP004222,54.5124846,-1.703963
TEMP004223,54.1964433,-1.4343879
TEMP004224,54.2345424,-0.3813805
TEMP004225,54.617566,-1.080144
TEMP004226,54.4297544,-1.5652887
TEMP004227,54.187824,-1.184717
TEMP004228,54.1520087,-1.355375
TEMP004229,54.289348,-1.1796414
TEMP004230,54.2774722,-1.7388945
TEMP004231,54.3755911,-1.8275585
TEMP004232,54.123204,-1.1982237
TEMP004233,54.5311297,-1.9053226
TEMP004234,54.3640004,-1.3351351
TEMP004235,54.4482177,-0.673429
TEMP004236,54.3692599,-0.9665192
TEMP004237,54.285723,-1.5038264
TEMP004238,54.4595549,-1.8131932
TEMP004239,54.5123144,-2.0092421
TEMP004240,54.0171544,-1.0751077
TEMP004241,54.2304108,-0.3708658
TEMP004242,54.2499303,-1.3477116
TEMP004243,54.2574953,-1.4212736
TEMP004244,54.2246436,-1.512227
TEMP004245,54.2986827,-0.7061801
TEMP004246,54.1763197,-0.7943495
TEMP004247,54.3998685,-1.8413245
TEMP004248,54.5348552,-1.2041099
TEMP004249,54.470583,-1.691381
TEMP004250,54.1045386,-1.3866975
TEMP004251,54.2865391,-1.5373803
TEMP004252,54.2462416,-0.3824575
TEMP004253,54.3682938,-1.299665
TEMP004254,54.2021133,-1.0495321
TEMP004255,54.2371073,-1.4973252
TEMP004256,54.3890545,-1.9421166
TEMP004257,54.4243747,-1.3649847
TEMP004258,54.536275,-0.825417
TEMP004259,54.0178546,-0.9407925
TEMP004260,54.4856212,-1.2328339
TEMP004261,54.5493933,-0.7937048
TEMP004262,54.2334562,-1.4707018
TEMP004263,54.5619503,-0.980875
TEMP004264,54.2265149,-1.3388771
TEMP004265,51.573771,-1.2027137
TEMP004266,51.5006816,-1.3055426
TEMP004267,51.4568291,-0.9158488
TEMP004268,51.5081437,-0.7016828
TEMP004269,51.5788586,-1.160037
TEMP004270,51.3959024,-1.2295102
TEMP004271,51.3752044,-1.2269843
TEMP004272,51.4581494,-0.7347693
TEMP004273,51.4154091,-1.3312799
TEMP004274,51.6819689,-1.6253247
TEMP004275,51.7261835,-1.3524115
TEMP004276,51.4715559,-1.2483939
TEMP004277,51.4652772,-1.4294851
TEMP004278,51.3861493,-1.3567975
TEMP004279,51.5301025,-1.4377206
TEMP004280,51.6718565,-1.3637517
TEMP004281,51.4701183,-0.8496436
TEMP004282,51.3756707,-1.485459
TEMP004283,51.5617457,-1.4618576
TEMP004284,51.6461538,-1.437734
TEMP004285,51.4633978,-1.1103354
TEMP004286,51.4011143,-1.2021096
TEMP004287,51.6676147,-1.2829905
TEMP004288,51.4029695,-1.5514773
TEMP004289,51.3775445,-0.9496398
TEMP004290,51.4608747,-1.4270584
TEMP004291,51.4482355,-1.2546004
TEMP004292,51.5142771,-0.7771844
TEMP004293,51.4667665,-1.2038444
TEMP004294,51.4854719,-0.6058359
TEMP004295,52.1167622,-0.6125104
TEMP004296,52.019151,-0.9055628
TEMP004297,52.0269765,-0.8776546
TEMP004298,52.0538685,-1.0786084
TEMP004299,51.9480279,-0.6911278
TEMP004300,52.160808,-0.6427812
TEMP004301,52.1077961,-0.7026982
TEMP004302,51.8529954,-0.6627372
TEMP004303,51.7041055,-0.6164875
TEMP004304,52.1527218,-0.6874512
TEMP004305,51.6471577,-0.6319004
TEMP004306,51.892056,-0.782197
TEMP004307,51.8368221,-0.5634506
TEMP004308,51.5722233,-0.4964076
TEMP004309,51.5023951,-0.6701493
TEMP004310,51.5350208,-0.6144101
TEMP004311,51.9981347,-0.7162109
TEMP004312,51.836325,-0.8707682
TEMP004313,52.1085849,-0.7646416
TEMP004314,51.513101,-0.5599554
TEMP004315,51.7575066,-0.7079993
TEMP004316,51.5765499,-0.6009411
TEMP004317,51.5673924,-0.692781
TEMP004318,51.6680377,-0.691664
TEMP004319,51.7420414,-0.8876197
TEMP004320,51.7556588,-0.8090495
TEMP004321,51.7540781,-0.9249919
TEMP004322,51.9230734,-0.7127677
TEMP004323,51.8694852,-0.689846
TEMP004324,51.9737187,-0.766883
TEMP004325,52.0983731,-0.6553995
TEMP004326,51.8758872,-0.8741528
TEMP004327,51.9811869,-0.8846222
TEMP004328,51.8038615,-0.8643447
TEMP004329,51.6346592,-0.752247
TEMP004330,51.7415848,-0.9354266
TEMP004331,51.7968227,-0.8804728
TEMP004332,51.6406902,-0.5612988
TEMP004333,51.8120988,-0.8045729
TEMP004334,51.6902768,-0.6419702
TEMP004335,51.6477128,-0.8046553
TEMP004336,51.6009262,-0.63695
TEMP004337,51.7315548,-0.7319755
TEMP004338,51.7860608,-0.1718733
TEMP004339,51.9639815,0.0103093
TEMP004340,51.9786168,-0.082681
TEMP004341,52.0151932,0.0474585
TEMP004342,51.8432952,-0.2670395
TEMP004343,51.9325726,-0.2822331
TEMP004344,51.7943479,-0.0118876
TEMP004345,51.7754948,-0.2564617
TEMP004346,51.8874608,-0.1531292
TEMP004347,51.8958715,-0.1164478
TEMP004348,51.8241208,-0.1281479
TEMP004349,51.7634249,-0.156746
TEMP004350,51.6854456,-0.0494541
TEMP004351,51.8517955,-0.7164948
TEMP004352,51.9544084,-0.3410285
TEMP004353,51.8122731,-0.2940333
TEMP004354,51.6660437,-0.4785376
TEMP004355,51.7316996,-0.0744897
TEMP004356,51.9695069,-0.0285518
TEMP004357,51.7179964,-0.0193492
TEMP004358,51.7939424,-0.6521244
TEMP004359,51.6451168,-0.2977946
TEMP004360,51.8998934,-0.0319713
TEMP004361,51.8887125,-0.0480682
TEMP004362,51.8258601,-0.0579845
TEMP004363,51.7903367,-0.0564041
TEMP004364,51.8319795,-0.1996689
TEMP004365,51.8101274,-0.1452811
TEMP004366,51.6375939,-0.4067687
TEMP004367,51.693543,-0.2942724
TEMP004368,51.9693702,-0.1017191
TEMP004369,51.629234,-0.5096947
TEMP004370,51.8993654,-0.3647604
TEMP004371,51.8847189,0.1084971
TEMP004372,51.9859699,-0.304916
TEMP004373,51.8257282,-0.7172357
TEMP004374,51.9532868,-0.0529187
TEMP004375,51.7620531,-0.002759
TEMP004376,51.8327339,-0.7002965
TEMP004377,51.8496296,-0.0262724
TEMP004378,51.8796991,-0.0619114
TEMP004379,51.9284692,0.0358996
TEMP004380,51.7976223,-0.3955991
TEMP004381,50.8724534,-2.4560557
TEMP004382,50.6580759,-2.5262175
TEMP004383,50.9704421,-2.2098285
TEMP004384,50.9101054,-2.3817395
TEMP004385,50.7355951,-2.4845749
TEMP004386,50.9329493,-2.3713571
TEMP004387,50.8363089,-2.1420095
TEMP004388,50.9751812,-1.9779612
TEMP004389,50.9423079,-2.0709629
TEMP004390,50.9012419,-2.0215273
TEMP004391,51.8593771,-2.2335701
TEMP004392,51.6671965,-1.8596881
TEMP004393,51.8775308,-1.8154567
TEMP004394,51.4529005,-2.5662669
TEMP004395,51.9005182,-1.6453131
TEMP004396,51.7097781,-2.4149415
TEMP004397,51.562905,-2.4002185
TEMP004398,51.8084204,-1.9259717
TEMP004399,51.6851766,-2.1417027
TEMP004400,51.7453254,-1.7942679
TEMP004401,51.8300109,-2.0507348
TEMP004402,51.8092336,-2.1594979
TEMP004403,51.5912429,-2.5744692
TEMP004404,51.809332,-2.0492609
TEMP004405,51.8357585,-2.4527659
TEMP004406,51.9916748,-2.208204
TEMP004407,51.9189529,-1.8618155
TEMP004408,51.7023056,-1.9015449
TEMP004409,51.9114055,-2.3197752
TEMP004410,51.5064301,-2.6310355
TEMP004411,51.6544876,-2.5087726
TEMP004412,51.4986058,-2.5790649
TEMP004413,51.6064825,-2.5847719
TEMP004414,51.7057939,-2.1866295
TEMP004415,51.8511343,-2.3309622
TEMP004416,51.8640627,-2.4908041
TEMP004417,51.6381249,-2.2990612
TEMP004418,51.7868619,-1.975299
TEMP004419,51.8557005,-2.551696
TEMP004420,51.7197919,-2.4006773
TEMP004421,51.7289608,-1.7089149
TEMP004422,51.9702817,-2.0028568
TEMP004423,51.9900291,-1.9125678
TEMP004424,51.6879399,-2.3929137
TEMP004425,51.7442722,-2.2794858
TEMP004426,51.9478008,-1.9548453
TEMP004427,51.8951219,-2.3545375
TEMP004428,51.5155006,-2.4135403
TEMP004429,52.1678991,-1.7894293
TEMP004430,51.6376632,-2.4030015
TEMP004431,51.5940672,-2.2987712
TEMP004432,51.7299172,-2.2314008
TEMP004433,51.7778732,-1.9955962
TEMP004434,51.7697724,-2.0448697
TEMP004435,54.5253795,-2.3167055
TEMP004436,54.6476013,-2.7314234
TEMP004437,54.4819282,-2.4197772
TEMP004438,54.2226081,-2.7146815
TEMP004439,54.4576442,-3.0241982
TEMP004440,54.5799028,-2.4145963
TEMP004441,54.4303118,-2.8385144
TEMP004442,54.4560837,-2.3516455
TEMP004443,54.3861608,-2.7175239
TEMP004444,54.5715179,-2.6790147
TEMP004445,54.3263951,-2.8268247
TEMP004446,54.5864307,-2.7411581
TEMP004447,54.3798612,-2.7189535
TEMP004448,54.2503116,-2.8747783
TEMP004449,54.6505672,-2.7411547
TEMP004450,54.2268169,-2.7701434
TEMP004451,54.31513,-2.744355
TEMP004452,54.2459701,-3.1739449
TEMP004453,54.1530585,-3.1295058
TEMP004454,54.8980407,-2.7780578
TEMP004455,54.6854861,-3.5159947
TEMP004456,54.5390061,-3.4961204
TEMP004457,54.6845975,-2.845335
TEMP004458,54.9136568,-2.9795899
TEMP004459,54.8257055,-2.9846748
TEMP004460,54.7647775,-3.3257261
TEMP004461,55.0162057,-2.7052786
TEMP004462,54.6758184,-2.9663101
TEMP004463,54.5157292,-3.1477333
TEMP004464,54.9528853,-3.2132079
TEMP004465,54.7704528,-3.2938322
TEMP004466,54.3096577,-3.3656224
TEMP004467,54.6316323,-2.838024
TEMP004468,54.9143866,-2.9228137
TEMP004469,54.805343,-2.8552738
TEMP004470,54.7637381,-2.6962176
