geo_unit,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
E00009911,2,0,4,2,2,1,0,3,1,2,0,1,0,0,0,3,2,2,4,2,1,3,1,1,1,3,7,4,3,2,1,3,1,1,1,1,4,2,1,1,2,5,2,1,2,1,4,2,1,1,2,5,3,1,2,1,3,2,0,1,2,4,2,0,1,1,1,4,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00009912,3,2,7,0,1,2,0,4,0,1,1,4,1,1,1,1,0,1,1,0,0,1,1,0,0,1,4,1,1,1,3,6,3,2,2,2,5,3,1,2,2,5,2,1,1,2,4,2,1,1,1,3,1,0,1,2,4,2,0,1,2,5,2,1,1,1,5,9,3,4,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00009913,1,0,4,2,2,2,1,4,0,1,1,4,1,1,1,0,3,5,1,0,1,4,2,2,2,1,4,2,2,1,2,5,3,1,2,3,7,3,2,2,3,6,3,2,2,3,7,3,2,2,2,4,2,1,1,1,3,2,0,1,2,5,2,1,1,2,0,0,0,0,1,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009914,3,2,5,0,1,2,0,4,2,2,1,3,1,0,0,1,1,1,0,0,2,4,2,2,2,5,10,7,5,5,5,10,5,4,4,2,6,3,1,2,4,8,4,2,3,1,4,1,1,1,1,4,2,1,1,1,3,1,0,0,0,2,1,0,0,1,1,4,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009916,3,2,6,3,3,3,1,6,1,2,2,4,2,2,1,0,3,5,4,2,1,4,2,1,1,2,5,3,2,1,3,7,3,2,3,4,8,5,3,3,4,8,4,3,3,1,4,2,1,1,2,5,2,1,2,1,4,2,0,1,2,4,2,0,1,2,1,2,0,1,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009917,2,1,4,2,3,2,1,4,1,2,3,6,3,2,1,3,0,1,2,1,1,4,2,1,1,1,5,2,2,1,3,6,3,2,2,4,7,4,2,3,1,4,1,0,1,1,3,1,1,0,4,7,4,2,2,1,4,2,0,1,1,3,1,0,0,3,0,2,0,1,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009918,1,0,2,2,2,1,0,3,0,1,1,3,1,1,0,3,0,1,1,1,1,3,2,1,1,1,4,2,1,1,4,8,4,3,3,3,6,3,1,2,3,7,4,2,3,1,4,1,1,1,2,4,2,1,2,2,5,3,1,2,2,6,2,1,2,3,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00009919,3,2,7,3,4,4,2,6,3,4,1,4,2,1,1,2,0,1,2,2,1,3,2,1,1,2,6,3,3,2,3,7,4,2,3,4,8,4,3,3,4,7,4,2,3,2,5,2,2,1,1,3,1,0,1,4,7,4,2,3,1,3,1,0,1,0,2,4,1,1,1,3,2,0,1,0,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009920,1,0,4,0,1,2,0,4,1,2,2,4,2,1,1,0,2,3,4,2,1,3,1,1,0,3,7,4,3,2,3,7,3,2,2,3,7,4,2,2,3,6,3,1,2,2,5,2,1,1,2,5,2,1,2,2,4,2,0,1,1,3,1,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00009921,1,0,3,3,3,1,0,2,1,1,1,3,1,0,0,2,1,2,1,1,1,4,2,2,1,4,8,5,4,3,4,9,5,4,4,5,9,5,3,3,2,6,3,1,2,3,7,3,2,2,2,4,2,1,2,1,4,2,0,1,1,3,1,0,1,0,2,4,1,1,0,2,1,0,0,1,3,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009922,1,0,4,2,2,4,2,6,1,2,1,3,1,1,0,0,0,1,1,1,2,6,3,3,3,4,8,5,4,4,4,8,5,3,3,5,9,5,3,4,2,5,2,1,1,2,5,3,2,1,3,6,3,2,2,2,5,2,1,1,2,5,2,1,2,2,1,3,0,1,1,3,1,0,1,0,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009923,4,3,8,3,5,2,1,5,4,4,1,4,1,1,1,2,2,3,2,1,1,3,2,1,1,2,5,3,2,1,3,7,4,2,3,3,7,4,2,3,3,7,4,2,3,4,8,4,3,2,2,4,2,1,1,1,3,2,0,1,1,4,1,0,1,0,0,2,0,0,0,2,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00009925,2,2,5,1,2,1,0,4,1,2,1,4,1,1,1,2,0,1,2,1,0,1,0,0,0,1,5,2,2,1,5,10,6,4,4,4,8,4,2,3,2,6,2,1,2,2,5,3,2,1,1,2,1,0,0,2,4,2,1,1,2,4,2,0,1,3,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009926,2,2,5,1,2,1,0,2,1,2,1,4,1,1,1,3,1,2,2,2,2,5,3,3,2,5,11,7,6,6,3,8,4,3,3,5,9,5,4,4,3,6,3,1,2,3,7,4,3,2,2,4,2,1,2,2,4,2,0,1,2,4,2,0,1,3,0,2,0,1,1,3,1,0,1,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009941,1,0,2,1,2,2,1,4,1,1,2,4,2,1,1,1,2,3,1,0,2,5,3,3,3,2,6,4,3,2,3,6,3,2,2,2,5,2,1,1,2,5,2,1,2,2,6,3,2,1,3,6,3,2,2,1,3,1,0,0,1,4,1,0,1,2,1,2,0,1,0,2,0,0,0,0,2,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00009943,1,0,4,1,1,2,1,5,3,4,3,6,3,2,1,2,2,2,2,2,3,6,4,3,3,2,5,3,2,2,4,9,5,3,3,4,8,4,3,3,3,6,3,2,2,3,7,3,3,2,3,7,4,2,2,2,5,2,1,1,1,2,1,0,0,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010254,3,2,5,1,2,4,2,8,3,3,2,4,2,2,1,6,5,6,5,4,3,6,4,4,3,2,6,3,3,2,4,8,4,3,3,2,5,2,1,2,3,7,4,2,3,2,6,3,2,2,3,6,3,1,2,4,7,4,2,2,1,4,1,0,1,1,1,3,0,1,2,4,2,1,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010256,4,3,8,1,1,2,0,4,2,2,0,3,1,0,0,1,4,5,3,2,2,4,2,2,2,3,6,4,3,2,5,11,6,4,5,2,5,3,1,2,3,6,3,1,2,2,5,3,2,1,2,4,2,1,2,2,4,2,0,1,1,4,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010257,2,2,5,3,3,1,0,2,1,1,2,4,2,1,1,2,3,4,2,2,0,2,1,0,0,2,5,3,2,1,3,7,4,2,3,2,4,2,1,1,1,4,1,0,1,1,4,2,1,1,2,4,2,1,2,1,3,2,0,1,1,4,1,0,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010258,2,0,4,1,2,1,0,2,0,1,1,4,2,1,1,2,0,1,1,1,1,3,1,1,1,2,5,3,2,2,3,7,3,2,2,2,5,3,1,2,3,6,3,1,2,2,6,3,2,2,1,4,1,1,1,1,4,2,0,1,2,5,2,1,1,0,0,2,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010262,1,0,4,1,2,1,0,2,2,3,3,7,3,3,2,3,2,3,2,2,2,5,2,2,2,1,4,2,2,1,4,8,5,3,3,2,5,3,1,2,2,5,2,1,2,2,5,2,1,1,3,6,4,2,2,2,5,2,1,2,2,4,2,1,1,0,0,2,0,1,1,4,2,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010263,1,0,3,0,1,1,0,4,2,3,2,5,3,2,1,2,3,3,1,1,3,6,4,4,3,2,6,3,2,2,6,11,7,5,5,4,8,4,2,3,3,7,4,2,2,4,9,5,3,3,1,4,2,1,1,1,3,1,0,1,1,4,2,0,1,0,1,2,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010264,0,0,2,0,0,1,0,2,2,2,1,3,1,1,1,3,0,1,1,0,1,3,1,1,1,1,4,2,1,1,2,5,2,1,1,1,4,2,1,1,2,5,2,1,2,1,3,1,1,0,2,5,2,1,2,2,5,3,1,2,2,4,2,0,1,3,0,2,0,1,1,2,1,0,0,0,3,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010265,5,3,8,1,2,1,0,3,2,3,3,6,3,2,1,3,1,2,2,2,0,2,1,1,0,2,6,3,3,2,6,11,7,4,5,3,6,3,2,2,3,6,3,1,2,2,6,3,2,1,3,6,4,2,2,1,4,2,0,1,1,4,1,0,1,0,1,2,0,1,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010266,2,1,4,4,6,2,1,5,3,3,3,7,4,3,2,2,0,1,3,2,1,3,1,1,1,3,8,4,4,3,3,7,3,2,2,3,7,4,2,3,4,7,4,2,3,2,5,3,2,1,2,5,3,1,2,1,3,1,0,1,2,5,2,1,1,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010267,1,0,3,0,1,1,0,2,1,2,2,4,2,2,1,1,2,3,2,1,0,3,1,1,0,2,5,3,2,1,2,5,3,1,2,2,4,2,1,1,2,5,2,1,1,2,6,3,2,1,1,4,1,1,1,2,5,2,1,1,1,2,1,0,0,0,1,4,0,1,0,2,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010269,2,1,4,0,1,2,1,4,2,3,2,5,3,2,1,0,1,1,0,0,0,3,1,1,0,3,6,4,3,2,4,9,5,3,3,3,6,3,2,2,5,9,5,3,4,2,4,2,1,1,0,2,1,0,0,2,5,2,1,1,1,4,1,0,1,0,1,3,0,1,1,2,1,0,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010273,1,0,3,0,1,2,1,4,1,1,1,3,1,1,0,1,1,2,2,1,1,3,1,1,1,2,5,2,2,1,2,6,3,1,2,1,3,2,0,1,2,6,2,1,2,2,6,3,2,1,2,5,2,1,2,2,5,3,1,2,0,1,0,0,0,1,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010274,3,2,7,0,1,1,0,2,3,4,1,4,1,1,1,0,1,2,1,1,1,4,2,1,1,1,4,1,1,1,2,5,2,1,1,3,7,4,2,3,3,7,4,2,2,1,4,2,1,1,1,3,1,1,1,2,4,2,1,1,1,4,1,0,1,0,2,5,1,1,1,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010275,2,0,4,2,3,1,0,4,2,2,1,3,1,0,0,1,1,2,3,2,1,4,2,1,1,3,7,4,3,3,2,5,3,1,2,1,4,2,0,1,2,5,2,1,2,2,4,2,1,1,1,4,2,1,1,3,7,4,2,2,1,4,1,0,1,0,1,3,0,1,0,2,1,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010276,2,2,5,2,3,1,0,3,1,1,2,5,3,2,1,2,2,2,5,4,2,5,3,3,3,3,8,5,4,3,3,6,3,2,2,2,6,3,1,2,3,7,4,2,3,2,5,3,2,1,2,4,2,1,2,4,8,4,3,3,1,4,2,0,1,2,1,4,0,1,1,4,2,1,1,1,3,1,0,1,1,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010288,1,0,3,1,2,1,0,2,0,1,1,3,1,1,1,3,1,1,1,0,1,4,2,1,1,1,4,1,1,1,2,6,3,2,2,1,3,1,0,1,2,4,2,1,1,2,4,2,1,1,2,5,3,1,2,1,3,1,0,1,1,3,1,0,0,1,1,2,0,1,0,2,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010290,2,2,5,1,2,2,1,4,2,3,1,3,1,1,1,0,3,3,0,0,1,4,2,2,1,3,7,4,3,3,3,8,4,3,3,2,5,3,1,2,3,7,3,2,2,2,4,2,1,1,1,3,1,1,1,2,5,2,1,2,2,6,2,1,2,3,0,2,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010291,3,2,5,1,2,1,0,4,1,1,1,3,1,0,0,0,0,0,2,2,1,4,2,2,2,2,6,4,3,2,2,6,3,2,2,4,8,4,3,3,3,7,3,2,2,3,7,3,3,2,2,4,2,1,1,2,5,2,1,2,2,4,2,0,1,0,1,2,0,1,0,2,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010292,3,2,7,0,1,2,0,4,1,2,2,4,2,2,1,3,2,3,2,2,2,5,2,2,2,1,4,1,1,1,5,9,5,4,4,3,7,4,2,2,3,6,3,2,2,4,9,5,3,3,2,6,3,1,2,3,6,3,2,2,1,2,1,0,0,0,0,2,0,0,0,2,1,0,0,1,3,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010373,1,0,3,1,2,2,0,4,0,1,1,4,1,1,1,4,2,3,0,0,1,4,2,1,1,1,4,2,1,1,3,7,3,2,2,2,4,2,1,1,3,7,4,2,2,1,3,1,1,0,1,4,1,1,1,2,4,2,0,1,1,2,1,0,0,0,1,3,0,1,0,1,0,0,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010374,2,1,4,2,2,0,0,2,1,2,1,4,1,1,1,3,1,2,2,2,3,6,4,3,3,4,8,5,4,4,4,9,5,3,4,4,8,4,3,3,5,10,5,3,4,4,8,4,3,2,2,4,2,1,1,2,5,3,1,2,2,5,2,1,2,1,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010375,2,2,5,1,1,1,0,2,2,2,2,6,3,2,1,1,2,2,2,1,1,4,2,1,1,3,7,4,3,3,3,8,4,3,3,2,5,2,1,2,3,6,3,1,2,2,5,3,2,1,1,3,1,1,1,1,3,2,0,1,1,4,2,0,1,0,1,3,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010376,1,0,2,0,1,1,0,3,2,2,3,6,3,2,2,2,4,6,2,1,3,7,4,4,3,6,12,8,6,6,7,13,8,5,6,4,8,4,2,3,5,9,5,3,3,3,7,3,2,2,1,4,2,1,1,2,5,3,1,2,1,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010377,1,0,3,2,2,1,0,4,3,3,1,3,1,1,0,2,1,1,2,1,3,6,4,4,3,4,9,5,4,4,7,13,8,5,6,6,10,6,4,4,2,6,2,1,2,2,4,2,1,1,3,6,3,1,2,3,6,3,1,2,1,3,1,0,1,2,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010378,2,0,4,1,2,1,0,3,0,0,1,3,1,1,0,4,2,2,1,0,1,3,2,1,1,1,4,1,1,1,3,6,3,2,2,4,7,4,2,3,1,4,2,0,1,1,4,1,1,1,1,3,1,1,1,1,4,2,0,1,0,2,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010379,1,0,2,1,1,1,0,3,1,1,1,4,2,1,1,1,0,1,2,1,0,2,1,1,0,1,3,1,1,1,3,6,3,2,2,2,6,3,1,2,1,4,1,0,1,2,4,2,1,1,1,2,1,0,1,2,4,2,1,1,1,3,1,0,1,0,1,3,0,1,1,3,1,0,1,1,3,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010380,1,0,4,3,3,2,0,4,3,4,1,3,1,0,0,3,1,1,3,2,1,3,2,1,1,3,7,4,4,3,5,11,7,4,5,5,9,5,3,4,3,7,4,2,3,2,6,3,2,2,2,4,2,1,1,2,4,2,1,1,2,5,2,1,1,1,2,4,1,1,1,4,2,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010381,2,1,5,1,1,1,0,2,1,1,0,2,1,0,0,1,2,2,1,0,1,3,1,1,0,3,7,4,3,3,3,7,3,2,3,2,6,3,1,2,2,5,2,1,1,2,6,3,2,2,3,6,3,1,2,1,3,1,0,1,1,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010382,0,0,2,1,1,0,0,2,1,1,0,1,0,0,0,0,1,2,1,0,1,4,2,2,2,1,4,2,2,1,2,5,2,1,2,2,5,3,1,2,3,7,3,2,2,0,2,1,0,0,2,4,2,1,1,2,4,2,0,1,2,6,2,1,2,5,1,4,0,1,1,3,2,0,1,1,4,1,0,1,2,4,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010383,2,1,5,2,3,3,2,6,4,6,3,6,3,3,2,5,3,3,5,3,3,7,4,4,4,2,5,3,2,2,2,6,3,1,2,3,7,4,2,3,2,5,2,1,1,1,4,2,1,1,1,3,1,1,1,3,6,3,1,2,1,3,1,0,0,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010385,0,0,2,1,1,1,0,2,2,2,0,2,1,0,0,1,1,2,0,0,1,3,1,1,1,2,6,3,2,2,5,9,5,4,4,2,6,3,1,2,1,4,2,1,1,2,5,2,1,1,1,4,2,1,1,1,3,1,0,0,1,4,1,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010386,2,0,4,1,1,2,0,4,1,2,3,6,3,3,2,2,2,2,2,2,2,5,2,2,2,3,7,4,3,3,4,8,5,3,3,4,8,4,3,3,5,9,5,3,4,3,7,3,3,2,1,3,1,0,1,2,5,2,1,1,2,4,2,0,1,1,0,2,0,0,1,3,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010387,2,2,5,2,2,1,0,4,1,1,2,5,3,2,1,2,1,1,4,2,2,5,3,2,2,2,6,3,3,2,3,8,4,3,3,3,6,3,1,2,3,7,4,2,3,2,5,2,2,1,3,6,3,2,2,2,4,2,0,1,1,4,1,0,1,0,0,2,0,1,1,2,1,0,0,0,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010388,6,5,11,3,3,3,1,5,3,4,3,6,3,2,1,5,4,5,5,3,1,4,2,2,2,1,3,1,1,1,8,14,8,6,7,5,10,5,4,4,2,6,2,1,2,1,4,1,1,1,2,6,3,1,2,2,5,3,1,2,1,2,1,0,0,0,0,0,0,0,1,3,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010389,1,0,4,1,2,1,0,2,1,2,1,4,2,1,1,5,2,2,2,2,1,3,1,1,1,2,5,3,2,2,4,9,5,3,3,4,8,4,3,3,5,9,5,3,3,2,6,3,2,1,1,4,2,1,1,1,3,2,0,1,1,4,1,0,1,1,1,4,0,1,0,2,1,0,0,0,2,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010390,3,2,7,1,2,2,1,5,3,4,2,5,2,2,1,2,2,3,3,2,3,6,4,4,3,2,6,3,2,2,0,3,1,0,0,2,5,2,1,2,2,4,2,1,1,5,9,5,4,3,1,2,1,0,1,1,3,1,0,1,2,4,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010391,1,0,3,3,4,2,1,5,3,3,0,2,1,0,0,4,0,0,2,2,1,4,2,2,1,2,5,2,2,1,3,8,4,2,3,4,8,4,3,3,3,7,3,2,2,2,4,2,1,1,2,4,2,1,2,4,7,4,2,2,1,4,2,0,1,2,0,2,0,1,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010392,0,0,2,1,2,3,2,6,2,3,2,4,2,1,1,2,4,5,3,2,1,4,2,1,1,1,4,2,2,1,3,7,3,2,2,1,3,1,0,1,1,3,1,0,1,1,3,1,0,0,1,3,1,0,1,2,4,2,1,1,1,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010393,1,0,3,2,2,0,0,2,1,2,1,3,1,1,1,2,2,3,4,2,1,4,2,2,1,2,5,2,2,1,3,6,3,2,2,1,3,2,0,1,1,4,2,1,1,2,5,2,2,1,1,4,1,1,1,1,4,2,0,1,0,0,0,0,0,3,0,2,0,1,0,2,0,0,0,0,3,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010394,2,1,4,1,1,2,0,4,2,3,0,2,0,0,0,5,0,1,1,1,2,5,3,3,3,1,5,2,2,1,5,10,6,4,5,3,6,3,1,2,4,7,4,2,3,2,5,2,1,1,2,4,2,1,2,3,6,3,2,2,2,6,2,1,2,4,2,5,1,1,1,4,2,1,1,1,5,2,0,1,1,3,1,1,0,2,5,3,1,0,0,0,2,0,1,0,1,0,0,0,0
E00010395,1,0,4,1,1,2,0,4,0,0,2,4,2,1,1,1,1,1,1,1,1,3,1,1,0,2,5,3,2,2,3,8,4,2,3,4,8,4,2,3,4,8,4,3,3,3,8,4,3,2,1,3,1,1,1,3,5,3,1,2,2,4,2,0,1,2,1,4,1,1,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010396,1,0,2,1,1,3,1,5,1,2,2,5,3,2,1,1,0,1,3,2,0,3,1,1,0,2,6,3,2,2,2,5,3,1,2,1,4,2,1,1,1,4,2,0,1,1,3,1,1,1,1,4,1,1,1,1,3,2,0,1,0,1,0,0,0,0,2,5,1,2,1,3,2,0,1,0,2,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010397,1,0,3,2,2,0,0,2,2,2,2,4,2,1,1,3,3,5,2,1,2,4,2,2,2,1,4,2,2,1,2,5,2,1,1,1,4,2,0,1,3,7,4,2,2,1,4,2,1,1,3,6,4,2,2,1,3,1,0,1,1,4,2,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010398,1,0,4,2,2,0,0,1,0,1,1,3,1,1,0,2,2,3,2,1,2,5,2,2,2,1,5,2,2,1,2,6,3,2,2,1,4,2,0,1,2,5,2,1,2,2,6,3,2,1,2,4,2,1,2,2,4,2,1,1,1,4,2,0,1,1,1,3,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010399,2,1,5,3,3,1,0,4,3,3,1,4,1,1,1,3,0,1,4,3,0,2,1,0,0,3,7,4,3,2,4,8,5,3,3,6,11,6,4,5,3,7,4,2,3,2,4,2,1,1,3,6,3,1,2,3,7,3,2,2,0,2,1,0,0,1,1,3,0,1,1,2,1,0,0,1,3,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010400,1,0,3,1,1,1,0,3,1,1,3,7,4,3,2,2,3,4,4,2,2,5,3,2,2,3,7,4,3,2,3,7,3,2,3,1,3,2,0,1,2,6,2,1,2,1,3,1,1,1,2,6,3,1,2,1,3,1,0,1,1,4,2,0,1,0,2,4,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010401,3,2,5,3,4,2,0,4,2,3,1,3,1,1,0,4,0,1,1,0,1,3,1,1,0,2,5,2,2,1,2,5,3,1,2,2,4,2,1,1,2,5,2,1,1,1,3,1,1,0,1,4,2,1,1,1,2,1,0,0,1,3,1,0,1,1,1,4,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00010402,1,0,2,2,2,1,0,3,0,0,1,4,2,1,1,2,2,3,3,2,2,5,2,2,2,2,6,4,3,2,3,7,3,2,2,4,8,4,3,3,3,6,3,2,2,3,6,3,2,2,2,4,2,1,1,3,7,3,2,2,2,4,2,0,1,0,0,2,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010403,2,2,5,2,2,1,0,2,1,2,1,4,1,1,1,0,1,1,6,5,7,13,9,9,9,4,9,6,5,5,2,6,3,2,2,2,5,2,1,1,3,6,3,2,2,0,2,1,0,0,2,4,2,1,2,1,3,1,0,1,2,4,2,1,1,2,1,4,0,1,1,3,1,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00010404,2,1,5,1,1,1,0,4,0,1,2,6,3,2,1,2,3,3,5,3,1,4,2,2,2,3,7,4,3,2,3,7,3,2,3,2,4,2,1,1,1,4,2,0,1,1,4,2,1,1,3,6,4,2,2,2,4,2,1,1,0,2,1,0,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
